gɹæs	kɹas
iɹl	iɹl
nɹæɹt	nɹaɹt
nɔl	nɔl
zut	dʊd
bɹæɹp	pɹaɹb
dɹɔɹn	tɹɔɹn
dɹɛt	dɹɛd
dɹoɹs	tɹoɹs
lɹæl	lɹal
luɹk	luɹk
dɹæɹs	tɹaɹs
sæɹs	saɹs
ɢuɹn	gʊɹn
gɹiɹf	gɹiɹf
ɹif	ɹif
dɹup	tɹub
snæɹk	snaɹg
dɹuf	tɹʊf
siɹk	tiɹg
pɸut	pfud
tsit	tsid
dæp	dap
lɹɛt	lɹɛd
fɹɔɹt	fɹɔɹd
ɹeɹl	ɹeɹl
sus	sʊs
ɸoɹ	poɹ
ɣeɹn	geɹn
un	un
bɹuɹl	pɹʊɹl
pɸɛns	pfɛns
ɣist	gist
bɹuf	bɹuf
pɸip	pfib
bɹæp	bɹap
gæɹp	gaɹp
lɛp	lɛb
tæɹk	taɹg
bɹɔɹk	bɹɔɹg
ziɹt	diɹd
qoɹp	koɹb
zut	dut
seɹ	seɹ
bɹiɹl	bɹɪɹl
xeɹf	keɹf
sɹiɹs	sɹiɹs
sefp	tefp
tsiɹp	tsiɹp
fɛf	fɛf
dɹæk	tɹak
fɔɹl	fɔɹl
dæt	dat
ɣiɹs	giɹs
ɢup	gʊp
dɹɔs	tɹɔs
byk	bɪk
byt	bɪt
βɶɹk	baɹk
uɹp	uɹb
lɹæp	lɹab
sot	tod
dɹest	dɹest
sɛns	sɛns
sep	sep
sæɹf	saɹf
ɸuf	puf
tsɔk	tsɔk
lɹɛɹf	lɹɛɹf
ɹun	ɹʊn
bɹet	bɹed
ɹik	ɹik
fɹep	fɹeb
sɔn	sɔn
dɹust	tɹʊst
ɣeɹs	geɹs
lu	lu
soɹk	toɹg
dɹit	dɹit
lɹefp	lɹefp
set	set
fɹus	fɹus
sɹuɹs	sɹʊɹs
lɹel	lɹel
liɹn	liɹn
fil	fil
bɹɔp	bɹɔb
bɹeɹ	bɹeɹ
sup	tʊb
ɹæst	ɹast
fɹæst	fɹast
ɣeɹk	geɹk
fɹin	fɹin
snuɹt	snʊɹd
bɹost	pɹost
sɹun	sɹun
nuɹl	nuɹl
tsin	tsɪn
zik	dig
ɹɔɹn	ɹɔɹn
sni	snɪ
nɹest	nɹest
suɹl	sʊɹl
ɹoɹp	ɹoɹp
bɹik	pɹɪk
gɹi	kɹɪ
gɹæp	gɹap
dɹɛɹt	dɹɛɹt
bɹeɹk	pɹeɹk
dɹɛt	tɹɛt
gɹɛɹk	kɹɛɹk
dɹɛp	tɹɛb
ɔɹf	ɔɹf
fɛɹp	fɛɹp
ɹiɹn	ɹɪɹn
dɹeɹk	dɹeɹk
nɹɛf	nɹɛf
fuk	fʊk
byɹ	bɪɹ
dɹɔt	dɹɔt
sɔɹt	tɔɹd
dɹus	tɹʊs
dæɹt	daɹd
seɹn	seɹn
qos	kos
gɹæɹk	gɹaɹg
lɹɛs	lɹɛs
sɹuɹk	sɹuɹg
sɹik	sɹik
fiɹp	fɪɹb
siɹp	siɹb
sɹoɹ	sɹoɹ
sɹuɹl	sɹuɹl
xɛɹt	kɛɹt
sik	tɪk
uɹt	uɹt
byt	bɪd
bɹiɹk	bɹiɹk
aɹt	aɹd
læk	lag
gɹufp	gɹʊfp
fɹeɹl	fɹeɹl
pɸuɹp	pfʊɹb
lɹuɹn	lɹuɹn
fɹoɹt	fɹoɹt
βɔp	bɔp
sɹif	sɹɪf
gɹofp	gɹofp
sneɹ	sneɹ
sek	seg
tsa	tsa
tæɹl	taɹl
gɹɛ	gɹɛ
ɣɛns	gɛns
tsiɹf	tsɪɹf
fins	fins
siɹs	sɪɹs
bɹef	bɹef
noɹf	noɹf
nɹɛs	nɹɛs
ɹuɹk	ɹuɹg
bɹon	pɹon
pɸop	pfob
ɢɔns	gɔns
gɹik	gɹig
bɹifp	pɹɪfp
bɹiɹl	pɹɪɹl
ɣiɹn	giɹn
noɹk	noɹg
ɸop	pob
qus	kʊs
fɹɔst	fɹɔst
ɢɔ	gɔ
luɹ	luɹ
sif	tɪf
lɛɹp	lɛɹp
ɹil	ɹɪl
sek	teg
sɹɛk	sɹɛg
pɸek	pfeg
bɹiɹk	bɹɪɹk
ɔt	ɔt
loɹl	loɹl
lest	lest
tsop	tsop
sɹɛɹn	sɹɛɹn
suns	tuns
nuɹ	nuɹ
ɸœf	pɛf
sik	sɪk
bɹɔp	bɹɔp
lɔf	lɔf
seɹ	teɹ
bɹus	pɹʊs
gɹæɹt	gɹaɹt
sɹip	sɹɪp
nɹel	nɹel
lɹon	lɹon
bɹuɹn	bɹʊɹn
nuɹ	nʊɹ
fens	fens
tsuɹ	tsʊɹ
lɹut	lɹud
ɸœs	pɛs
zefp	defp
zɛns	dɛns
bɹiɹn	pɹiɹn
dɹip	dɹɪp
fɹeɹt	fɹeɹt
sɹuɹs	sɹuɹs
zufp	dʊfp
bɹiɹp	bɹɪɹp
gɹuɹf	kɹuɹf
ɛs	ɛs
dɹɛl	tɹɛl
fæɹt	faɹt
fɹuk	fɹʊg
lɹiɹs	lɹiɹs
gɹuk	gɹuk
sɹɛn	sɹɛn
sɹol	sɹol
xɛɹk	kɛɹg
bɹæp	bɹab
tsæn	tsan
dɹek	dɹek
fɹiɹf	fɹɪɹf
fip	fɪb
ɸøk	pek
qɔst	kɔst
dɹɔk	dɹɔk
sɛ	sɛ
ɢɔp	gɔb
sɹup	sɹʊb
let	led
pɸil	pfil
βust	bust
fiɹk	fiɹk
tsæns	tsans
ɸœfp	pɛfp
ɹin	ɹɪn
siɹn	sɪɹn
pɸɛt	pfɛd
niɹp	niɹp
dɹis	tɹɪs
gɹæɹs	kɹaɹs
sɹuɹk	sɹʊɹg
sen	sen
βoɹk	boɹg
bɹoɹn	bɹoɹn
suɹ	sʊɹ
nuns	nuns
fɹol	fɹol
il	il
lɹuɹt	lɹʊɹd
ɸɶɹl	paɹl
gɹɔs	gɹɔs
βiɹp	biɹb
lɹɔp	lɹɔp
dæɹs	daɹs
loɹk	loɹk
fɹek	fɹek
qut	kud
bɹons	pɹons
fɛt	fɛd
ip	ip
tsit	tsɪt
nɹæp	nɹab
ɸoɹk	poɹk
liɹk	lɪɹg
nɛɹp	nɛɹp
bɹiɹ	pɹiɹ
pɸiɹt	pfiɹd
xeɹt	keɹd
bɹɛns	pɹɛns
gæɹ	gaɹ
niɹt	nɪɹt
zuɹk	duɹg
qot	kod
seɹk	seɹg
oɹs	oɹs
ut	ut
dɹæk	tɹag
ɹef	ɹef
ɣep	gep
snɛst	snɛst
suk	tʊk
nɹɔɹp	nɹɔɹb
sɔɹk	sɔɹk
pɸiɹl	pfɪɹl
sɛɹt	tɛɹd
sɹufp	sɹufp
gæɹt	gaɹt
nok	nok
snun	snun
gɹuk	gɹʊg
gɹuns	gɹʊns
bɹifp	bɹɪfp
gɹæn	gɹan
ɸøɹk	peɹk
la	la
zɔɹt	dɔɹt
lɹɛk	lɹɛg
βøns	bens
dɹop	tɹop
tsu	tsu
qut	kʊt
aɹf	aɹf
gɹɛɹk	kɹɛɹg
nɹos	nɹos
nɹit	nɹɪd
ɹɛf	ɹɛf
liɹp	liɹb
nɔɹp	nɔɹb
dɹefp	dɹefp
gɹæns	kɹans
dɹuns	tɹʊns
tsufp	tsʊfp
pɸonɹen	pfonɹen
lɹeɹzɛns	lɹeɹtɛns
zɛɹlβɔɹk	dɛɹlbɔɹg
dɹɔɹdsuɹf	tɹɔɹtsuɹf
nuɹbpɸiɹk	nuɹppfɪɹg
lɹuflæp	lɹuflap
nɹiɹdæns	nɹiɹtans
dɹɔnsbɹifp	dɹɔnspɹɪfp
sɹibbɹup	sɹɪbpɹup
gɹudɸun	gɹʊdpʊn
qofpɢɔns	kofpgɔns
fuɹgnɹɛst	fuɹgnɹɛst
fimɸust	fɪnpʊst
lɹuɹsbɹof	lɹuɹsbɹof
sɛlsɹɛk	sɛlsɹɛg
soblɹep	soblɹep
bɹeɹfɹoɹs	pɹeɹfɹoɹs
sɹoɹbsiɹ	sɹoɹpsɪɹ
kæbnɹiɹn	kabnɹiɹn
sɹiɹdβok	sɹiɹtbog
zinsoɹs	dintoɹs
ɹilfɔn	ɹilfɔn
setfep	setfeb
dɹufpnɹoɹl	dɹufpnɹoɹl
sɹoblik	sɹoblig
bɹuɹszuk	bɹuɹsduk
qufβœn	kufbɛn
aɹbɸɔn	aɹppɔn
næntsoɹs	nantsoɹs
zɛfpgɹɔt	dɛfpgɹɔd
snæbtsut	snabtsʊt
seɹgdɹeɹt	teɹkdɹeɹd
bɹuɹgbɹun	pɹuɹkpɹun
qulet	kʊled
βɔdlɹoɹk	bɔdlɹoɹk
fɹiɹdɸɶ	fɹiɹtpa
bɹɔɹdɸɔt	pɹɔɹtpɔt
lɹeɹbbɹeɹk	lɹeɹbbɹeɹk
xiftsuɹ	kiftsuɹ
dænsiɹt	dansiɹd
dɹofpdɹeɹp	dɹofpdɹeɹb
dɹɛdgɹof	dɹɛdgɹof
lopɸut	lopfʊd
gɹiklɹot	kɹiklɹod
bɹɔfsɹeɹ	bɹɔfsɹeɹ
fɹiɹgdɹæf	fɹɪɹgtɹaf
dɹipβɶɹl	tɹipbaɹl
lɔmbɹæɹt	lɔnpɹaɹd
ɹidgɹɛɹp	ɹidkɹɛɹp
dɹɛɹsɹost	tɹɛɹsɹost
ɸøfpɸiɹl	pefpfɪɹl
dɹeɹnsæɹn	dɹeɹnsaɹn
ɸugbɹɛp	pugbɹɛp
tsæɢo	tsago
bɹæbbɹik	bɹabbɹɪk
fɹopdɹi	fɹopdɹɪ
bɹæknɹeɹp	bɹaknɹeɹb
gɹeppɸest	kɹeppfest
tsoɹgtsɛn	tsoɹgtsɛn
nodfɔɹp	nodfɔɹp
dɹusæst	tɹusast
gɹotgɹin	kɹotgɹɪn
tsuɹlɢuns	tsʊɹlgʊns
sɹæɹlsa	sɹaɹlta
ɹeɹbxest	ɹeɹpkest
noɹgβuns	noɹkbuns
xɛɹgnɹoɹl	kɛɹgnɹoɹl
ɸɶpdɹin	paptɹin
tseŋxiɹn	tsenkɪɹn
fukɸɶt	fʊkpat
nɹuɹlbɹuk	nɹuɹlbɹuk
xikzoɹ	kikdoɹ
suɹbfɹɔɹl	suɹbfɹɔɹl
foɹfnɹis	foɹfnɹis
xistgɹɛɹt	kistgɹɛɹd
dɹistpɸot	dɹistpfod
bɹɔlfɹok	bɹɔlfɹog
foɹlgɹoɹp	foɹlkɹoɹb
sɹiɹdɹok	sɹiɹtɹok
ɣɛklɹiɹ	gɛklɹɪɹ
bɹigsɔs	pɹigsɔs
ɹɔɹbdɹist	ɹɔɹpdɹɪst
lɹiɹspɸɔɹn	lɹɪɹspfɔɹn
ɹustbyn	ɹustbɪn
ɢoɹltsip	goɹltsib
sugɹæɹl	tʊgɹaɹl
zufsɛp	duftɛb
qoɹbxip	koɹbkib
pɸubbɹit	pfubpɹit
βɶlgɹæɹn	balkɹaɹn
sɹensfɹuɹt	sɹensfɹʊɹd
nitɸɶfp	nitpafp
βœɹbxɛɹs	bɛɹbkɛɹs
fɹæɹgtsoɹt	fɹaɹktsoɹd
dɹiffuɹk	dɹɪffuɹk
gɹikɢoɹl	gɹikgoɹl
dɹæɹdbɹep	dɹaɹdpɹeb
ɹæɹdɣeɹp	ɹaɹdgeɹp
ɹuɹsfɛɹp	ɹʊɹsfɛɹb
gɹiɢuk	kɹɪgug
dɹibnɛn	tɹibnɛn
lɹɛɹnsɔns	lɹɛɹnsɔns
fɹunlɛɹk	fɹʊnlɛɹk
ɢuɹdɸøk	gʊɹdpek
bɹæfgæɹp	bɹafgaɹb
bɹeltsɔt	pɹeltsɔt
ɣiɹgsneɹ	gɪɹgsneɹ
bɹistsnif	pɹistsnif
quntsuɹp	kʊntsʊɹp
ɹessɹup	ɹessɹʊp
fɹuɹbqut	fɹʊɹpkud
βœɹmbɹɔɹk	bɛɹnbɹɔɹg
nɹonlɛɹ	nɹonlɛɹ
gɹiɹdtsɔɹ	kɹɪɹdtsɔɹ
ɹidsæɹf	ɹidsaɹf
tsuɹdnɹifp	tsʊɹdnɹɪfp
tsikxɛt	tsikkɛt
sɛtlɔɹp	sɛtlɔɹp
ɣɛlɹɔɹn	gɛlɹɔɹn
pɸæɹzɛɹk	pfaɹtɛɹg
dɹuɹdbɹæɹt	tɹuɹdpɹaɹt
xisɸip	kispib
nɹuɹdtsiɹp	nɹuɹttsɪɹb
gɹefsnoɹn	kɹefsnoɹn
siŋgɹip	singɹɪb
bɹoɹgɢɔf	pɹoɹggɔf
fɹogbɹɛɹk	fɹogpɹɛɹk
lislɹik	lɪslɹɪg
gɹupzɔst	kɹʊpdɔst
fɹuɹmβop	fɹuɹnbop
gɹuɹnɹɔf	gɹʊɹnɹɔf
tsigpɸik	tsɪgpfik
snuɹdɹuɹ	snuɹtɹʊɹ
βɶɹgsiɹl	baɹktɪɹl
zɔldɹif	dɔldɹif
nɹinsdɹuf	nɹinstɹuf
uɹgtsɛɹt	ʊɹgtsɛɹt
zilgɹæl	dilgɹal
nɛmpɸiɹn	nɛnpfiɹn
nɹubsɛɹl	nɹubtɛɹl
fɹiɹbɹɛɹt	fɹɪɹpɹɛɹt
futnɹofp	fʊtnɹofp
sɛnsdɹɛl	tɛnsdɹɛl
fɹɔɹsdæfp	fɹɔɹsdafp
snɛɹdɹæt	snɛɹdɹat
snænstsuk	snanstsuk
fɛnsnɔk	fɛnsnɔg
nunsβok	nʊnsbok
ɸøstxɛɹn	pestkɛɹn
gɹɛɹsfɹɔk	gɹɛɹsfɹɔk
sɹoɹnlæfp	sɹoɹnlafp
dɹɛstsit	tɹɛsttit
pɸufsɹæɹk	pfʊfsɹaɹg
fɹiɹbbɹe	fɹiɹbpɹe
tægtsuɹ	tagtsuɹ
sɹæɹfsɹust	sɹaɹfsɹʊst
lekbɹis	lekbɹis
zuɹɱfæp	duɹnfab
zuɹzot	dʊɹdod
dɹibɢun	tɹɪbgun
gɹiɹddɹiɹt	kɹiɹttɹɪɹt
gɹiɹbtsin	gɹiɹptsɪn
βuɹgdɹit	buɹktɹɪd
zifpdɹoɹt	difptɹoɹt
læfpgɹuɹ	lafpkɹʊɹ
zuɹdzef	duɹtdef
nɹuɹdɹæɹl	nɹuɹdɹaɹl
bɹɛɹgsɔɹp	pɹɛɹgtɔɹp
quŋgɹɛɹ	kunkɹɛɹ
zifgɹɛɹp	dɪfgɹɛɹb
fɹuɹsgɹæst	fɹuɹskɹast
gɹokfɹeɹl	kɹokfɹeɹl
soɹbsɹefp	soɹpsɹefp
sɛɹfgɹet	tɛɹfkɹed
pɸɛɹbziɹk	pfɛɹbdɪɹk
gɹæɹdɸœk	kɹaɹtpɛg
bɹɛkgɹoɹk	bɹɛkkɹoɹg
bɹæɹldɹet	pɹaɹltɹet
insgɹæɹl	insgɹaɹl
lɹuɹbyɹl	lɹʊɹpɪɹl
gɹɔksɹɛɹp	gɹɔksɹɛɹb
pɸeɹgbɹiɹn	pfeɹgpɹɪɹn
gɹusgɹup	kɹuskɹub
nɔkfɹeɹ	nɔkfɹeɹ
sniggɹɛɹs	snigkɹɛɹs
ɹutzɔk	ɹutdɔk
suɹdsæɹ	suɹtsaɹ
xiɹsqost	kiɹskost
gɹɔsgɹist	gɹɔskɹist
ɢufpsnel	gʊfpsnel
eggɹæɹf	eggɹaɹf
gɹɔtpyl	kɹɔtpɪl
gɹultsip	kɹʊltsɪp
lɹɔggɹɛt	lɹɔggɹɛd
dɹænsɹæst	tɹansɹast
ɢukdɹel	gʊktɹel
sɹɔɹlæs	sɹɔɹlas
bɹiɹgβɶf	pɹɪɹgbaf
læɸof	lapof
gɹæɹdlɹæɹp	gɹaɹtlɹaɹb
luɹdlɛɹk	luɹtlɛɹg
fotnɔɹt	fotnɔɹd
βɶɹlnæfp	baɹlnafp
βuddɹoɹf	buddɹoɹf
pɸɔɹbɹɛns	pfɔɹpɹɛns
snɔfpɸuɹl	snɔfpfʊɹl
ɣefdɹoɹf	geftɹoɹf
nibɹɔ	nɪpɹɔ
βuɹlbɹut	buɹlpɹʊd
gɹogɹiɹt	gɹogɹɪɹd
fɹusgɹɛɹk	fɹʊskɹɛɹg
nɹɛɹdbɹɛ	nɹɛɹtbɹɛ
fostɸɔl	fostpɔl
fɹiɹbɸɶfp	fɹɪɹbpafp
likβɔk	lɪkbɔg
gæɹgbɹons	gaɹgpɹons
bɹoɹddɹɛst	pɹoɹttɹɛst
ɹɛɹdnɔst	ɹɛɹdnɔst
zulɹɔɹt	dulɹɔɹt
bɹɔɹdfɹiɹt	bɹɔɹtfɹiɹt
lɛdlɹost	lɛdlɹost
snoɹgnɹuɹp	snoɹknɹʊɹb
dɹɔlbɹɛk	tɹɔlpɹɛk
bɹopɸæɹp	bɹopfaɹp
gɹɔfpbɹɔɹs	gɹɔfpbɹɔɹs
snuɹgsɹæs	snʊɹgsɹas
bɹonsbɹiɹk	bɹonspɹɪɹg
lɹæɹsæɹp	lɹaɹsaɹb
snɔbsik	snɔbtɪk
fɹuɹdloɹt	fɹʊɹtloɹt
dɹæɹnsnɛs	dɹaɹnsnɛs
snælbɹot	snalpɹot
snotlɹens	snotlɹens
sefpnol	sefpnol
dɹetlɹɛɹk	tɹetlɹɛɹk
fɹæksnuɹn	fɹaksnuɹn
gæɹgdɹɛɹp	gaɹkdɹɛɹp
kæstsɹust	kastsɹʊst
lɹobgɹuɹt	lɹobkɹʊɹd
snutnɹɔk	snʊtnɹɔg
sɹɛpɸul	sɹɛppʊl
nuɹblɹuɹ	nʊɹplɹʊɹ
zɛɹbnɹut	dɛɹbnɹʊt
ɹilɹæɹl	ɹɪlɹaɹl
bɹuɹsgɹu	bɹuɹskɹʊ
ɹitɸɶɹk	ɹitpaɹg
xɛndɹot	kɛndɹot
gɹeɹdqɔt	kɹeɹdkɔt
dɹeɹgβɔɹk	tɹeɹkbɔɹg
βœɹbbɹuɹn	bɛɹbbɹʊɹn
dɹefpyɹk	dɹefpɪɹg
lɹiggæst	lɹɪggast
gɹiɹlfɹoɹs	kɹɪɹlfɹoɹs
snusɔfp	snʊsɔfp
sɹugdɹæɹp	sɹugtɹaɹp
gɹuɹɣit	kɹuɹgit
ɢofpgɹɛɹ	gofpkɹɛɹ
ɢustlɹo	gustlɹo
gɹɛstsɛp	gɹɛsttɛb
gɹiɹbnɔɹp	gɹɪɹpnɔɹb
dɹɛgɹeɹk	tɹɛkɹeɹk
uŋɢuk	ʊnguk
bɹiɹdzɔst	pɹɪɹtdɔst
nuɹbɸuɹp	nuɹbpʊɹp
ɹinssofp	ɹɪnssofp
bɹɔɹdɣɛɹl	bɹɔɹdgɛɹl
kæbɸøk	kabpek
dɹɛɹbβufp	dɹɛɹpbufp
sæɹgbɹep	saɹkpɹep
ɹufpseɹ	ɹʊfpseɹ
lifpɸæns	lifpfans
sɹebsnæɹk	sɹebsnaɹk
ɸɔfppɸɔp	pɔfppfɔb
fɹeɹblɹit	fɹeɹblɹɪd
lɹæɹggɹons	lɹaɹggɹons
bɹɔtdɹust	pɹɔtdɹust
xɛɹglifp	kɛɹglifp
zikβɶɹk	dikbaɹg
fɹoɹlgɹik	fɹoɹlgɹɪg
dɹɛɹbsɹef	dɹɛɹbsɹef
fiɹgxil	fɪɹgkɪl
iɹbɸut	ɪɹbpud
bɹɛfplɹens	bɹɛfplɹens
nɹɔbɢuɹs	nɹɔbguɹs
nɹiɹfzuɹp	nɹiɹfdʊɹp
sitxɛɹn	titkɛɹn
sɹogɹiɹf	sɹokɹiɹf
lɔbnæn	lɔbnan
nɹɛdlæɹt	nɹɛdlaɹt
seɹfnɹiɹn	teɹfnɹɪɹn
gɹilɸɶɹp	kɹɪlpaɹp
ɸɶɹβuɹ	paɹbuɹ
fæɹslɛɹt	faɹslɛɹd
silgɹup	tilkɹʊb
sɹiɹβɶt	sɹɪɹpad
lɹiklɔɹt	lɹiklɔɹt
dɹɛggɹil	dɹɛggɹɪl
dɹiɹdsnɛp	tɹɪɹtsnɛp
nuɹbnɹuɹt	nuɹpnɹʊɹt
dɹigfɹip	dɹɪgfɹɪb
tselɹoɹk	tselɹoɹg
pɸiɹgdɹoɹp	pfiɹkdɹoɹp
sɔɹlfæɹ	sɔɹlfaɹ
sɔgbɹu	tɔgbɹu
bɹɔɹgdɹoɹk	pɹɔɹkdɹoɹg
tsutdɹɔɹ	tsʊttɹɔɹ
bɹæfxiɹl	bɹafkɪɹl
fɹoŋgɹæs	fɹonkɹas
sninit	snɪnit
siɹlfɹust	tiɹlfɹʊst
gɹukbɹuɹf	kɹʊkbɹʊɹf
gɹikdɹɔɹ	gɹiktɹɔɹ
fɛpdɹons	fɛpdɹons
dɹɛbpɸiɹs	dɹɛbpfiɹs
dɹɔɹbzof	tɹɔɹpdof
ɸonssɹɔɹp	ponssɹɔɹp
fɔfpɸɹɛɹp	fɔfpfɹɛɹp
bɹɛɹlsiɹ	pɹɛɹlsɪɹ
fensgɹup	fensgɹub
sæɹssni	saɹssni
ɹɔdβɔk	ɹɔdbɔk
qɔgnɹɔf	kɔgnɹɔf
gɹudsɛ	gɹudtɛ
lɹæɹsgɹok	lɹaɹskɹok
tsebpɸens	tsebpfens
dɹɔtsuɹk	dɹɔtsuɹg
dɹægɹɛ	tɹakɹɛ
bɹiɹfloɹt	bɹɪɹfloɹd
snifpsɹuns	snifpsɹuns
afbyɹp	afbɪɹp
bɹoɹglæf	bɹoɹglaf
ɣiɹgdæst	gɪɹgdast
lɔssnuɹk	lɔssnuɹg
βøssoɹk	bessoɹg
lɹifgɹɛt	lɹifkɹɛd
suɱfɹefp	sʊnfɹefp
sɔɹgβɶn	sɔɹkban
fɛɹlɹɛp	fɛɹlɹɛb
gɹubsneɹk	kɹʊbsneɹk
gɹukbɹo	gɹukbɹo
dɹiɹblok	dɹiɹplog
neɹgsɔs	neɹktɔs
ɹɛlluɹl	ɹɛllʊɹl
pɸæpɢuɹt	pfapgʊɹt
uɹbbɹoɹk	uɹbpɹoɹk
lɹuɹgɹæf	lɹʊɹgɹaf
suɹdɹɛɹk	tuɹdɹɛɹg
βœfsuɹp	bɛftuɹb
zepɸof	depfof
fɹiɹbluns	fɹiɹpluns
xɛgzu	kɛgdʊ
nɹostgɹɛp	nɹostkɹɛb
akquɹp	akkuɹp
bɹusɸɶɹf	bɹʊspaɹf
ɣetqot	getkot
sneβifp	snebifp
tæfsnuns	tafsnʊns
fɔɹgbɹep	fɔɹkbɹep
dɹɔɹgsɛɹk	tɹɔɹgsɛɹg
xiɹsnut	kiɹsnʊt
kæfqust	kafkust
fɹostlu	fɹostlʊ
nefpsnot	nefpsnod
feɹfgɹiɹl	feɹfgɹɪɹl
tsɛspɸuɹt	tsɛspfuɹt
pɸulɸu	pfʊlpu
sɹiɹbsnup	sɹɪɹbsnʊb
lɹuɹssɛfp	lɹuɹstɛfp
βuɹssɹok	bʊɹssɹog
pɸipqɔf	pfipkɔf
sɹæɹndɹɛɹn	sɹaɹntɹɛɹn
fɹɛlnɹiɹl	fɹɛlnɹɪɹl
βufxiɹt	bʊfkɪɹt
lɔlsuɹf	lɔlsuɹf
quɹgbɹop	kʊɹgpɹob
gɹæɹfdɹo	gɹaɹfdɹo
iɹbbɹun	ɪɹppɹʊn
lolɹɛɹf	lolɹɛɹf
nɹɔffɹæɹp	nɹɔffɹaɹp
pɸustβøs	pfustbes
gɹuksuɹk	kɹuksʊɹg
ukbɹu	ʊkbɹʊ
bɹæɹlbɹiɹ	pɹaɹlbɹɪɹ
tsɛgtsæt	tsɛgtsat
gɹuɹdpɸek	gɹuɹdpfeg
ɹɔɹmβuɹt	ɹɔɹnbʊɹt
βussiɹ	bʊstiɹ
dɹɛppɸæns	tɹɛppfans
liɹsfɹe	lɪɹsfɹe
zifpdɹit	dɪfpdɹit
fofpɢuɹ	fofpguɹ
byɹgseɹt	bɪɹkteɹt
ɢɔtlɹɛp	gɔtlɹɛp
feɹlfeɹf	feɹlfeɹf
lɹeslɹiɹn	lɹeslɹɪɹn
abfɹon	abfɹon
fɹɛɹfseɹt	fɹɛɹfseɹd
sneɹstsil	sneɹstsil
tsæpɸɹun	tsapfɹun
tsiggɹɛɹk	tsiggɹɛɹg
fullup	fullub
fɔŋgɹæp	fɔnkɹab
siɹgbɹul	tɪɹgpɹʊl
ziɹgnɹust	diɹgnɹʊst
alpɸuɹs	alpfuɹs
gæɹgpyk	gaɹkpɪg
dɹæŋɢɔɹf	tɹangɔɹf
qoɹgnik	koɹgnɪg
oɹblut	oɹplud
gɹɛptsiɹs	kɹɛptsiɹs
fɛksniɹt	fɛksnɪɹt
sɹuŋquɹk	sɹunkʊɹk
nɹexi	nɹeki
fɹiɹβøl	fɹiɹpel
dɹuɹsnɹɔɹl	tɹuɹsnɹɔɹl
lɹupluɹs	lɹuplʊɹs
sɹɛgzuɹf	sɹɛgduɹf
eɹlpɸɔɹ	eɹlpfɔɹ
dɹuknɔɹt	tɹʊknɔɹt
subluɹf	sʊblʊɹf
fɹuɹdβɶk	fɹʊɹtbag
bɹɔɹsɣe	bɹɔɹsge
ɸøɹdbɹins	peɹtpɹɪns
siɹlsɔf	siɹlsɔf
ɢubnɹæf	gubnɹaf
seɹddɹɔf	teɹtdɹɔf
nɹufsut	nɹʊftut
tsuɹgtsefp	tsʊɹktsefp
sɹiɹmɸuɹs	sɹiɹnpuɹs
bybbɹuɹk	bɪbbɹʊɹk
snɛsttsɛp	snɛsttsɛb
nuɹgɹin	nuɹgɹɪn
bɹæɹdxip	bɹaɹdkib
fofpβiɹs	fofpbiɹs
ɢudfæɹp	gudfaɹb
tsuɹsdɹɛɹk	tsʊɹsdɹɛɹg
seldɹep	teldɹep
siɹsnɹeɹp	sɪɹsnɹeɹb
bɹolbɹæk	pɹolbɹag
dɹæsttsen	dɹasttsen
lɔkgɹen	lɔkkɹen
fɹiɹgsɔn	fɹiɹgtɔn
nɔgbɹefp	nɔgpɹefp
ɸɔxɛɹf	pɔkɛɹf
nɹutfuɹl	nɹutfuɹl
dɹidɢuk	tɹidgʊk
sɛɹslɹel	tɛɹslɹel
ɢubfɹɛp	gubfɹɛp
xiggɹɛs	kigkɹɛs
pɸiɹlβøɹl	pfɪɹlbeɹl
ɣiɹdluɹt	giɹtluɹt
dɹæflɹust	tɹaflɹust
fɹɔlɢot	fɹɔlgod
fɹufpβut	fɹufpbud
zeɹdlɔɹp	deɹdlɔɹp
pyɹdβɔs	pɪɹdbɔs
dɹefpnoɹk	dɹefpnoɹg
ɸœɹlsoɹp	pɛɹlsoɹb
ɸuɹbfoɹt	puɹbfoɹt
nuɹdlɹuf	nʊɹtlɹʊf
kæɹbsɹiɹl	kaɹpsɹiɹl
niɹlɢɔɹp	niɹlgɔɹb
lɛnsɹɛk	lɛnsɹɛg
zuɹsdæɹp	duɹsdaɹp
dɹestβøl	dɹestbel
bɹuɹbdɹef	bɹuɹbtɹef
βiɹdnɹef	biɹdnɹef
pɸɔtgɹoɹf	pfɔtgɹoɹf
fɹeɹlsniɹp	fɹeɹlsniɹb
sɹofpsɹɔt	sɹofpsɹɔt
snuɹdliɹp	snuɹtlɪɹb
pɸiɹfgɹɛ	pfɪɹfgɹɛ
sɔɹmbɹok	tɔɹnbɹog
gɹiknɛ	gɹɪknɛ
quŋgɹoɹp	kunkɹoɹp
zigβœs	dɪgbɛs
lɹiɹdbɹɛt	lɹiɹdbɹɛd
gælsɹɛɹn	galsɹɛɹn
bɹæɹgnuɹk	pɹaɹknʊɹg
nɹotnæk	nɹotnak
nɹefloɹt	nɹefloɹt
zuŋkæp	dʊnkab
fɹuɹbbɹæf	fɹʊɹpbɹaf
ɹoɹbβɔɹk	ɹoɹpbɔɹk
fɔstbɹiɹf	fɔstpɹiɹf
